State,District,Year,Quater,Insurance_count,Insurance_amount
arunachal-pradesh,tawang district,2023,1,43,177062.0
arunachal-pradesh,namsai district,2023,1,14,68709.0
arunachal-pradesh,lower dibang valley district,2023,2,29,51944.0
arunachal-pradesh,lower subansiri district,2023,2,17,50690.0
arunachal-pradesh,longding district,2023,2,6,11281.0
arunachal-pradesh,west siang district,2023,2,27,85810.0
arunachal-pradesh,kamle district,2023,2,1,1461.0
arunachal-pradesh,upper siang district,2023,2,13,43078.0
arunachal-pradesh,tirap district,2023,2,21,70549.0
arunachal-pradesh,papum pare district,2023,2,261,767297.0
arunachal-pradesh,kurung kumey district,2023,2,1,36.0
arunachal-pradesh,anjaw district,2023,2,2,7504.0
arunachal-pradesh,siang district,2023,2,4,7411.0
arunachal-pradesh,lower siang district,2023,2,6,33183.0
arunachal-pradesh,changlang district,2023,2,48,182270.0
arunachal-pradesh,pakke kessang district,2023,2,1,3561.0
arunachal-pradesh,west kameng district,2023,2,87,278705.0
arunachal-pradesh,shi yomi district,2023,2,1,7321.0
arunachal-pradesh,east siang district,2023,2,49,134410.0
arunachal-pradesh,upper subansiri district,2023,2,9,21737.0
arunachal-pradesh,east kameng district,2023,2,12,32842.0
arunachal-pradesh,lohit district,2023,2,29,65934.0
arunachal-pradesh,lepa rada district,2023,2,7,24722.0
arunachal-pradesh,tawang district,2023,2,31,117759.0
arunachal-pradesh,namsai district,2023,2,34,96483.0
arunachal-pradesh,lower dibang valley district,2023,3,39,140365.0
arunachal-pradesh,lower subansiri district,2023,3,13,22876.0
arunachal-pradesh,longding district,2023,3,3,21679.0
arunachal-pradesh,west siang district,2023,3,23,92531.0
arunachal-pradesh,kamle district,2023,3,2,3826.0
arunachal-pradesh,upper siang district,2023,3,10,21601.0
arunachal-pradesh,tirap district,2023,3,38,135660.0
arunachal-pradesh,papum pare district,2023,3,285,696186.0
arunachal-pradesh,kurung kumey district,2023,3,6,11543.0
arunachal-pradesh,anjaw district,2023,3,1,5822.0
arunachal-pradesh,lower siang district,2023,3,6,11486.0
arunachal-pradesh,kra daadi district,2023,3,1,36.0
arunachal-pradesh,changlang district,2023,3,44,108703.0
arunachal-pradesh,pakke kessang district,2023,3,2,1638.0
arunachal-pradesh,dibang valley district,2023,3,1,1600.0
arunachal-pradesh,west kameng district,2023,3,65,185636.0
arunachal-pradesh,shi yomi district,2023,3,1,3580.0
arunachal-pradesh,east siang district,2023,3,59,113780.0
arunachal-pradesh,upper subansiri district,2023,3,11,23048.0
arunachal-pradesh,east kameng district,2023,3,6,15582.0
arunachal-pradesh,lohit district,2023,3,29,102043.0
arunachal-pradesh,tawang district,2023,3,39,129855.0
arunachal-pradesh,namsai district,2023,3,34,55710.0
arunachal-pradesh,lower dibang valley district,2023,4,35,81825.0
arunachal-pradesh,lower subansiri district,2023,4,13,21089.0
arunachal-pradesh,longding district,2023,4,6,19165.0
arunachal-pradesh,west siang district,2023,4,48,119227.0
arunachal-pradesh,kamle district,2023,4,1,11668.0
arunachal-pradesh,upper siang district,2023,4,10,22705.0
arunachal-pradesh,tirap district,2023,4,32,74981.0
arunachal-pradesh,papum pare district,2023,4,318,852980.0
arunachal-pradesh,kurung kumey district,2023,4,4,1354.0
arunachal-pradesh,anjaw district,2023,4,3,18810.0
arunachal-pradesh,siang district,2023,4,2,4226.0
arunachal-pradesh,lower siang district,2023,4,9,42641.0
arunachal-pradesh,changlang district,2023,4,47,94883.0
arunachal-pradesh,pakke kessang district,2023,4,3,1695.0
arunachal-pradesh,dibang valley district,2023,4,2,20681.0
arunachal-pradesh,west kameng district,2023,4,67,190405.0
arunachal-pradesh,shi yomi district,2023,4,2,6149.0
arunachal-pradesh,east siang district,2023,4,42,109484.0
arunachal-pradesh,upper subansiri district,2023,4,14,19213.0
arunachal-pradesh,east kameng district,2023,4,18,17324.0
arunachal-pradesh,lohit district,2023,4,34,77356.0
arunachal-pradesh,lepa rada district,2023,4,5,9401.0
arunachal-pradesh,tawang district,2023,4,45,167579.0
arunachal-pradesh,namsai district,2023,4,49,120567.0
assam,tinsukia district,2020,2,41,8863.0
assam,lakhimpur district,2020,2,34,7772.0
assam,kamrup district,2020,2,24,7156.0
assam,kokrajhar district,2020,2,13,2874.0
assam,karbi anglong district,2020,2,12,2671.0
assam,sivasagar district,2020,2,16,3682.0
assam,dibrugarh district,2020,2,40,8918.0
assam,south salmara mancachar district,2020,2,1,238.0
assam,nagaon district,2020,2,52,11413.0
assam,dhubri district,2020,2,19,4391.0
assam,golaghat district,2020,2,25,5694.0
assam,udalguri district,2020,2,14,3303.0
assam,majuli district,2020,2,4,975.0
assam,sonitpur district,2020,2,46,10879.0
assam,hojai district,2020,2,11,2588.0
assam,marigaon district,2020,2,9,2222.0
assam,chirang district,2020,2,5,1273.0
assam,cachar district,2020,2,31,6886.0
assam,nalbari district,2020,2,16,3098.0
assam,west karbi anglong district,2020,2,2,462.0
assam,dhemaji district,2020,2,15,3549.0
assam,karimganj district,2020,2,27,6710.0
assam,bongaigaon district,2020,2,30,6850.0
assam,dima hasao district,2020,2,8,1453.0
assam,baksa district,2020,2,20,4391.0
assam,charaideo district,2020,2,11,2481.0
assam,darrang district,2020,2,3,750.0
assam,kamrup metropolitan district,2020,2,388,73071.0
assam,hailakandi district,2020,2,4,1088.0
assam,barpeta district,2020,2,22,5473.0
assam,goalpara district,2020,2,9,2048.0
assam,biswanath district,2020,2,3,1172.0
assam,jorhat district,2020,2,23,5640.0
assam,tinsukia district,2020,3,82,25873.0
assam,lakhimpur district,2020,3,41,9115.0
assam,kamrup district,2020,3,100,27927.0
assam,kokrajhar district,2020,3,39,15632.0
assam,karbi anglong district,2020,3,43,11732.0
assam,sivasagar district,2020,3,56,17709.0
assam,dibrugarh district,2020,3,95,28716.0
assam,south salmara mancachar district,2020,3,7,1508.0
assam,nagaon district,2020,3,111,29094.0
assam,dhubri district,2020,3,32,7379.0
assam,golaghat district,2020,3,56,13665.0
assam,udalguri district,2020,3,23,6346.0
assam,majuli district,2020,3,1,281.0
assam,sonitpur district,2020,3,88,26070.0
assam,hojai district,2020,3,29,7810.0
assam,marigaon district,2020,3,49,8771.0
assam,chirang district,2020,3,20,3667.0
assam,cachar district,2020,3,98,28618.0
assam,nalbari district,2020,3,33,11032.0
assam,west karbi anglong district,2020,3,6,1790.0
assam,dhemaji district,2020,3,38,10985.0
assam,karimganj district,2020,3,46,13114.0
assam,bongaigaon district,2020,3,72,20029.0
assam,dima hasao district,2020,3,8,2605.0
assam,baksa district,2020,3,27,6136.0
assam,charaideo district,2020,3,20,4314.0
assam,darrang district,2020,3,43,10388.0
assam,kamrup metropolitan district,2020,3,698,186125.0
assam,hailakandi district,2020,3,28,6793.0
assam,barpeta district,2020,3,98,22486.0
assam,goalpara district,2020,3,34,10049.0
assam,biswanath district,2020,3,23,4173.0
assam,jorhat district,2020,3,62,19518.0
assam,tinsukia district,2020,4,121,110036.0
assam,lakhimpur district,2020,4,67,58751.0
assam,kamrup district,2020,4,110,73472.0
assam,kokrajhar district,2020,4,54,30297.0
assam,karbi anglong district,2020,4,29,13855.0
assam,sivasagar district,2020,4,48,41901.0
assam,dibrugarh district,2020,4,97,85549.0
assam,south salmara mancachar district,2020,4,10,6446.0
assam,nagaon district,2020,4,147,104375.0
assam,dhubri district,2020,4,62,32215.0
assam,golaghat district,2020,4,54,56656.0
assam,udalguri district,2020,4,27,20128.0
assam,majuli district,2020,4,7,2174.0
assam,sonitpur district,2020,4,101,76365.0
assam,hojai district,2020,4,50,28113.0
assam,marigaon district,2020,4,34,19642.0
assam,chirang district,2020,4,13,8033.0
assam,cachar district,2020,4,91,63874.0
assam,nalbari district,2020,4,49,25777.0
assam,west karbi anglong district,2020,4,13,9967.0
assam,dhemaji district,2020,4,48,26663.0
assam,karimganj district,2020,4,45,24940.0
assam,bongaigaon district,2020,4,69,45817.0
assam,dima hasao district,2020,4,5,4452.0
assam,baksa district,2020,4,46,29371.0
assam,charaideo district,2020,4,21,18610.0
assam,darrang district,2020,4,57,39620.0
assam,kamrup metropolitan district,2020,4,626,534531.0
assam,hailakandi district,2020,4,22,14368.0
assam,barpeta district,2020,4,121,89658.0
assam,goalpara district,2020,4,50,28453.0
assam,biswanath district,2020,4,37,21580.0
assam,jorhat district,2020,4,82,61112.0
assam,tinsukia district,2021,1,108,99440.0
assam,lakhimpur district,2021,1,61,56410.0
assam,kamrup district,2021,1,137,97851.0
assam,kokrajhar district,2021,1,83,60512.0
assam,karbi anglong district,2021,1,39,22446.0
assam,sivasagar district,2021,1,47,34100.0
assam,dibrugarh district,2021,1,91,81680.0
assam,south salmara mancachar district,2021,1,16,8769.0
assam,nagaon district,2021,1,151,91536.0
assam,dhubri district,2021,1,76,58877.0
assam,golaghat district,2021,1,75,49067.0
assam,udalguri district,2021,1,52,36482.0
assam,majuli district,2021,1,8,5398.0
assam,sonitpur district,2021,1,162,151386.0
assam,hojai district,2021,1,57,50103.0
assam,marigaon district,2021,1,78,43375.0
assam,chirang district,2021,1,20,18398.0
assam,cachar district,2021,1,138,111672.0
assam,nalbari district,2021,1,77,63771.0
assam,west karbi anglong district,2021,1,14,14529.0
assam,dhemaji district,2021,1,84,48008.0
assam,karimganj district,2021,1,64,75039.0
assam,bongaigaon district,2021,1,56,38810.0
assam,dima hasao district,2021,1,20,12733.0
assam,baksa district,2021,1,61,26406.0
assam,charaideo district,2021,1,36,31975.0
assam,darrang district,2021,1,56,42029.0
assam,kamrup metropolitan district,2021,1,909,638404.0
assam,hailakandi district,2021,1,43,56147.0
assam,barpeta district,2021,1,138,94523.0
assam,goalpara district,2021,1,74,29286.0
assam,biswanath district,2021,1,46,17216.0
assam,jorhat district,2021,1,90,68041.0
assam,tinsukia district,2021,2,123,137739.0
assam,lakhimpur district,2021,2,81,79568.0
assam,kamrup district,2021,2,131,151795.0
assam,kokrajhar district,2021,2,60,80473.0
assam,karbi anglong district,2021,2,56,73096.0
assam,sivasagar district,2021,2,58,92699.0
assam,dibrugarh district,2021,2,138,138262.0
assam,south salmara mancachar district,2021,2,19,12826.0
assam,nagaon district,2021,2,139,99192.0
assam,dhubri district,2021,2,92,89465.0
assam,golaghat district,2021,2,82,64125.0
assam,udalguri district,2021,2,61,40310.0
assam,majuli district,2021,2,8,17050.0
assam,sonitpur district,2021,2,166,149754.0
assam,hojai district,2021,2,64,92629.0
assam,marigaon district,2021,2,80,66635.0
assam,chirang district,2021,2,22,24284.0
assam,cachar district,2021,2,125,110721.0
assam,nalbari district,2021,2,82,64676.0
assam,west karbi anglong district,2021,2,7,2365.0
assam,dhemaji district,2021,2,65,42833.0
assam,karimganj district,2021,2,64,53606.0
assam,bongaigaon district,2021,2,77,44942.0
assam,dima hasao district,2021,2,9,12950.0
assam,baksa district,2021,2,73,62463.0
assam,charaideo district,2021,2,26,25866.0
assam,darrang district,2021,2,74,52259.0
assam,kamrup metropolitan district,2021,2,910,790743.0
assam,hailakandi district,2021,2,37,30411.0
assam,barpeta district,2021,2,150,166761.0
assam,goalpara district,2021,2,69,54203.0
assam,biswanath district,2021,2,32,17158.0
assam,jorhat district,2021,2,85,66263.0
assam,tinsukia district,2021,3,193,219360.0
assam,lakhimpur district,2021,3,78,118491.0
assam,kamrup district,2021,3,187,191043.0
assam,kokrajhar district,2021,3,72,134902.0
assam,karbi anglong district,2021,3,66,105671.0
assam,sivasagar district,2021,3,106,156429.0
assam,dibrugarh district,2021,3,244,369625.0
assam,south salmara mancachar district,2021,3,21,18695.0
assam,nagaon district,2021,3,256,414468.0
assam,dhubri district,2021,3,109,152257.0
assam,golaghat district,2021,3,105,129787.0
assam,udalguri district,2021,3,57,61975.0
assam,majuli district,2021,3,5,4365.0
assam,sonitpur district,2021,3,254,379958.0
assam,hojai district,2021,3,71,89128.0
assam,marigaon district,2021,3,86,127294.0
assam,chirang district,2021,3,47,41595.0
assam,cachar district,2021,3,139,190170.0
assam,nalbari district,2021,3,82,103013.0
assam,west karbi anglong district,2021,3,11,6952.0
assam,dhemaji district,2021,3,66,131804.0
assam,karimganj district,2021,3,106,146731.0
assam,bongaigaon district,2021,3,112,130453.0
assam,dima hasao district,2021,3,12,17333.0
assam,baksa district,2021,3,120,133440.0
assam,charaideo district,2021,3,70,116767.0
assam,darrang district,2021,3,110,127300.0
assam,kamrup metropolitan district,2021,3,1130,1219595.0
assam,hailakandi district,2021,3,55,60686.0
assam,barpeta district,2021,3,246,472172.0
assam,goalpara district,2021,3,78,140655.0
assam,biswanath district,2021,3,80,110801.0
assam,jorhat district,2021,3,121,187950.0
assam,tinsukia district,2021,4,376,622789.0
assam,lakhimpur district,2021,4,210,371675.0
assam,kamrup district,2021,4,360,561224.0
assam,kokrajhar district,2021,4,107,213000.0
assam,karbi anglong district,2021,4,232,416010.0
assam,sivasagar district,2021,4,163,327216.0
assam,dibrugarh district,2021,4,422,720457.0
assam,south salmara mancachar district,2021,4,32,64000.0
assam,nagaon district,2021,4,450,872663.0
assam,dhubri district,2021,4,255,370821.0
assam,golaghat district,2021,4,174,336881.0
assam,udalguri district,2021,4,146,227377.0
assam,majuli district,2021,4,49,96903.0
assam,sonitpur district,2021,4,415,668817.0
assam,hojai district,2021,4,132,240963.0
assam,marigaon district,2021,4,154,212999.0
assam,chirang district,2021,4,63,116323.0
assam,cachar district,2021,4,322,545014.0
assam,nalbari district,2021,4,162,263611.0
assam,west karbi anglong district,2021,4,11,19760.0
assam,dhemaji district,2021,4,76,152746.0
assam,karimganj district,2021,4,164,341261.0
assam,bongaigaon district,2021,4,191,314157.0
assam,dima hasao district,2021,4,42,84904.0
assam,baksa district,2021,4,163,312400.0
assam,charaideo district,2021,4,135,257951.0
assam,darrang district,2021,4,204,275280.0
assam,kamrup metropolitan district,2021,4,2250,2848340.0
assam,hailakandi district,2021,4,133,215862.0
assam,barpeta district,2021,4,470,805931.0
assam,goalpara district,2021,4,138,286804.0
assam,biswanath district,2021,4,164,254489.0
assam,jorhat district,2021,4,257,543440.0
assam,tinsukia district,2022,1,643,1177509.0
assam,lakhimpur district,2022,1,458,902458.0
assam,kamrup district,2022,1,530,905037.0
assam,kokrajhar district,2022,1,300,425255.0
assam,karbi anglong district,2022,1,289,474786.0
assam,sivasagar district,2022,1,405,850834.0
assam,dibrugarh district,2022,1,873,1470129.0
assam,south salmara mancachar district,2022,1,50,80871.0
assam,nagaon district,2022,1,841,1525020.0
assam,dhubri district,2022,1,361,586525.0
assam,golaghat district,2022,1,651,1131690.0
assam,udalguri district,2022,1,215,381777.0
assam,majuli district,2022,1,64,144864.0
assam,sonitpur district,2022,1,735,1366384.0
assam,hojai district,2022,1,280,515727.0
assam,marigaon district,2022,1,322,570219.0
assam,chirang district,2022,1,145,246552.0
assam,cachar district,2022,1,594,1093901.0
assam,nalbari district,2022,1,246,396188.0
assam,west karbi anglong district,2022,1,31,68127.0
assam,dhemaji district,2022,1,261,539714.0
assam,karimganj district,2022,1,427,858733.0
assam,bongaigaon district,2022,1,354,590285.0
assam,dima hasao district,2022,1,205,356716.0
assam,baksa district,2022,1,301,588323.0
assam,charaideo district,2022,1,232,461537.0
assam,darrang district,2022,1,322,470812.0
assam,kamrup metropolitan district,2022,1,3580,5037571.0
assam,hailakandi district,2022,1,221,455659.0
assam,barpeta district,2022,1,746,1153589.0
assam,goalpara district,2022,1,295,491829.0
assam,biswanath district,2022,1,388,679902.0
assam,jorhat district,2022,1,865,1449243.0
assam,tinsukia district,2022,2,389,774583.0
assam,lakhimpur district,2022,2,240,557463.0
assam,kamrup district,2022,2,406,635248.0
assam,kokrajhar district,2022,2,242,254646.0
assam,karbi anglong district,2022,2,163,278384.0
assam,sivasagar district,2022,2,180,392296.0
assam,dibrugarh district,2022,2,587,1057176.0
assam,south salmara mancachar district,2022,2,32,30625.0
assam,nagaon district,2022,2,385,680355.0
assam,dhubri district,2022,2,229,401885.0
assam,golaghat district,2022,2,176,331304.0
assam,udalguri district,2022,2,151,228273.0
assam,majuli district,2022,2,19,36151.0
assam,sonitpur district,2022,2,552,928881.0
assam,hojai district,2022,2,145,221125.0
assam,marigaon district,2022,2,156,216403.0
assam,chirang district,2022,2,84,130964.0
assam,cachar district,2022,2,349,610793.0
assam,nalbari district,2022,2,198,327166.0
assam,west karbi anglong district,2022,2,19,51698.0
assam,dhemaji district,2022,2,134,317121.0
assam,karimganj district,2022,2,224,438579.0
assam,bongaigaon district,2022,2,202,309653.0
assam,dima hasao district,2022,2,56,120589.0
assam,baksa district,2022,2,126,215593.0
assam,charaideo district,2022,2,119,223776.0
assam,darrang district,2022,2,190,381726.0
assam,kamrup metropolitan district,2022,2,2330,3272854.0
assam,hailakandi district,2022,2,86,188345.0
assam,barpeta district,2022,2,406,598109.0
assam,goalpara district,2022,2,161,264297.0
assam,biswanath district,2022,2,145,306034.0
assam,jorhat district,2022,2,347,575716.0
assam,tinsukia district,2022,3,566,936833.0
assam,lakhimpur district,2022,3,314,651114.0
assam,kamrup district,2022,3,612,983523.0
assam,kokrajhar district,2022,3,298,465605.0
assam,karbi anglong district,2022,3,178,325996.0
assam,sivasagar district,2022,3,306,550921.0
assam,dibrugarh district,2022,3,848,1381966.0
assam,south salmara mancachar district,2022,3,71,92147.0
assam,nagaon district,2022,3,673,1113514.0
assam,dhubri district,2022,3,355,547817.0
assam,golaghat district,2022,3,270,604394.0
assam,udalguri district,2022,3,198,252193.0
assam,majuli district,2022,3,26,48219.0
assam,sonitpur district,2022,3,865,1425722.0
assam,hojai district,2022,3,284,468766.0
assam,marigaon district,2022,3,231,409442.0
assam,chirang district,2022,3,131,249651.0
assam,cachar district,2022,3,527,803800.0
assam,nalbari district,2022,3,303,450759.0
assam,west karbi anglong district,2022,3,28,34554.0
